reporting_month,reporting_date,brand,wallet_type,check_name,revenue_status,epm_status,overall_status,latest_run_timestamp,revenue_first_failed_at,revenue_resolved_at,revenue_failure_lifecycle,revenue_resolution_minutes,epm_first_failed_at,epm_resolved_at,epm_failure_lifecycle,epm_resolution_minutes
2026-03-01,2026-03-15,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-15,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-15,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-15,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-16,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,ALL,SBT_INTERNAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-17,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-18,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-19T22:14:27.905Z,2026-03-20T22:15:31.378Z,RESOLVED,1441,2026-03-19T22:14:27.905Z,2026-03-20T22:15:31.378Z,RESOLVED,1441
2026-03-01,2026-03-19,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-19T22:14:27.905Z,2026-03-20T22:15:31.378Z,RESOLVED,1441,2026-03-19T22:14:27.905Z,2026-03-20T22:15:31.378Z,RESOLVED,1441
2026-03-01,2026-03-19,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-19,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,ALL,SBT_INTERNAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-20,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,ALL,SBT_INTERNAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-21T22:16:06.764Z,2026-03-22T22:14:05.262Z,RESOLVED,1437,2026-03-21T22:16:06.764Z,2026-03-22T22:14:05.262Z,RESOLVED,1437
2026-03-01,2026-03-21,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-21T22:16:06.764Z,2026-03-22T22:14:05.262Z,RESOLVED,1437,2026-03-21T22:16:06.764Z,2026-03-22T22:14:05.262Z,RESOLVED,1437
2026-03-01,2026-03-21,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-21,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-24T22:13:41.705Z,2026-03-25T22:13:53.227Z,RESOLVED,1440,2026-03-24T22:13:41.705Z,2026-03-25T22:13:53.227Z,RESOLVED,1440
2026-03-01,2026-03-24,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-24T22:13:41.705Z,2026-03-25T16:21:05.142Z,RESOLVED,1087,2026-03-24T22:13:41.705Z,2026-03-25T16:21:05.142Z,RESOLVED,1087
2026-03-01,2026-03-24,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
